masterid,sampleid,sampledate,latitude,longitude,county,smcshed,csci
SGUT505,SGUT505_06262014_BMI_RWB_1,6/26/2014 0:00,34.16939,-117.88932,Los Angeles,San Gabriel,0.77657661
SMC05694,SMC05694_06262014_BMI_RWB_1,6/26/2014 0:00,33.87163,-118.19135,Los Angeles,Los Angeles,0.39569646
801DRC025,801DRC025_06252014_BMI_RWB_MCM_1,6/25/2014 0:00,34.1739,-116.9839,San Bernardino,Upper Santa Ana,0.95784233
801WBC106,801WBC106_06252014_BMI_RWB_1,6/25/2014 0:00,34.15508,-116.88528,San Bernardino,Upper Santa Ana,1.14977104
801MHC219,801MHC219_06242014_BMI_RWB_1,6/24/2014 0:00,34.11105,-116.99195,San Bernardino,Upper Santa Ana,1.10628879
801LYC600,801LYC600_06232014_BMI_RWB_1,6/23/2014 0:00,34.23092,-117.48291,San Bernardino,Middle Santa Ana,1.02803368
SMC02366,SMC02366_06232014_BMI_RWB_1,6/23/2014 0:00,33.84684,-118.14043,Los Angeles,San Gabriel,0.34755566
SMC17432,SMC17432_06232014_BMI_RWB_1,6/23/2014 0:00,33.84435,-118.09802,Los Angeles,San Gabriel,0.4332378
801BNC530,801BNC530_06192014_BMI_RWB_1,6/19/2014 0:00,34.17834,-116.90881,San Bernardino,Upper Santa Ana,0.82780287
801EBC686,801EBC686_06192014_BMI_RWB_1,6/19/2014 0:00,34.16918,-116.89195,San Bernardino,Upper Santa Ana,1.14312021
403S00064,403BA0064_06182014_BMI_RWB_1,6/18/2014 0:00,34.64435,-118.51371,Los Angeles,Santa Clara,0.92429827
801SNP001,801SNP001_06182014_BMI_RWB_1,6/18/2014 0:00,34.2442,-117.50727,San Bernardino,Middle Santa Ana,1.06989189
801SNP002,801SNP002_06182014_BMI_RWB_1,6/18/2014 0:00,34.2559,-117.64111,San Bernardino,Middle Santa Ana,0.87307037
801SAR124,801SAR124_06172014_BMI_RWB_1,6/17/2014 0:00,34.12656,-117.07716,San Bernardino,Upper Santa Ana,1.00003893
801S02947,801S02947_06162014_BMI_RWB_MCM_1,6/16/2014 0:00,33.69919,-117.81143,Orange,Lower Santa Ana,0.43227069
801S03971,801S03971_06162014_BMI_RWB_1,6/16/2014 0:00,33.67551,-117.82775,Orange,Lower Santa Ana,0.15820118
801RB8361,801RB8361_06122014_BMI_RWB_MCM_1,6/12/2014 0:00,33.96825,-117.44789,Riverside,Middle Santa Ana,0.80225584
801SAR110,801SAR110_06122014_BMI_RWB_MCM_1,6/12/2014 0:00,33.96468,-117.46518,Riverside,Middle Santa Ana,0.70810921
802SJR116,802SJR116_06122014_BMI_RWB_1,6/12/2014 0:00,33.66396,-117.2787,Riverside,San Jacinto,0.63247206
SMC02988,SMC02988_06122014_BMI_RWB_MCM_1,6/12/2014 0:00,34.16168,-117.99022,Los Angeles,Los Angeles,0.63998445
SMC06252,SMC06252_06122014_BMI_RWB_1,6/12/2014 0:00,34.19437,-118.01792,Los Angeles,Los Angeles,0.76474622
801STW055,801STW055_06112014_BMI_RWB_1,6/11/2014 0:00,34.0396,-117.21973,San Bernardino,Upper Santa Ana,0.75743635
905BCC,905BCC_06112014_BMI_RWB_1,6/11/2014 0:00,33.13086,-116.79575,San Diego,Central San Diego,0.77383743
SMC02996,SMC02996_06112014_BMI_RWB_MCM_1,6/11/2014 0:00,34.22108,-118.42296,Los Angeles,Los Angeles,0.49100099
SMC06188,SMC06188_06112014_BMI_RWB_1,6/11/2014 0:00,34.28315,-118.19731,Los Angeles,Los Angeles,1.06658514
801LYC271,801LYC271_06102014_BMI_RWB_1,6/10/2014 0:00,34.22931,-117.47362,San Bernardino,Middle Santa Ana,0.94943121
801NLC105,801NLC105_06102014_BMI_RWB_1,6/10/2014 0:00,34.25265,-117.4925,San Bernardino,Middle Santa Ana,0.82902814
801MIC042,801MIC042_06092014_BMI_RWB_1,6/9/2014 0:00,33.94623,-117.61423,San Bernardino,Middle Santa Ana,0.40829885
801MIC370,801MIC370_06092014_BMI_RWB_1,6/9/2014 0:00,34.10015,-117.02393,San Bernardino,Upper Santa Ana,0.82605897
801WCC247,801WCC247_06052014_BMI_RWB_1,6/5/2014 0:00,34.18771,-117.18359,San Bernardino,Upper Santa Ana,1.2893689
SMC00288,SMC00288_06042014_BMI_RWB_1,6/4/2014 0:00,34.13118,-117.76,Los Angeles,San Gabriel,0.6056683
SMC00464,SMC00464_06042014_BMI_RWB_1,6/4/2014 0:00,34.24152,-117.86683,Los Angeles,San Gabriel,0.93620304
404BA0808,404BA0808_06032014_BMI_RWB_MCM_1,6/3/2014 0:00,34.11411,-118.77906,Los Angeles,Santa Monica Bay,0.41591968
802SJR587,802SJR587_06032014_BMI_RWB_1,6/3/2014 0:00,33.72206,-116.80423,Riverside,San Jacinto,0.64940359
SMC02680,SMC02680_06032014_BMI_RWB_MCM_1,6/3/2014 0:00,34.19531,-118.59356,Los Angeles,Los Angeles,0.43735801
SMC06216,SMC06216_06032014_BMI_RWB_1,6/3/2014 0:00,34.27407,-118.31518,Los Angeles,Los Angeles,0.88288755
801SDC418,801SDC418_06022014_BMI_RWB_1,6/2/2014 0:00,33.68077,-117.8069,Orange,Lower Santa Ana,0.3551324
801XXX305,801XXX305_06022014_BMI_RWB_1,6/2/2014 0:00,33.70892,-117.80066,Orange,Lower Santa Ana,0.45091344
SMC08845,SMC08845_05302014_BMI_RWB_1,5/30/2014 0:00,33.87309,-117.21355,Riverside,San Jacinto,0.40747074
SMC05759,SMC05759_05292014_BMI_RWB_1,5/29/2014 0:00,34.35232,-119.03474,Ventura,Santa Clara,0.83825244
SMC02884,SMC02884_05272014_BMI_RWB_1,5/27/2014 0:00,34.21749,-118.98533,Ventura,Calleguas,0.6446707
SMC03268,SMC03268_05272014_BMI_RWB_1,5/27/2014 0:00,34.16255,-119.06301,Ventura,Calleguas,0.61611238
SMC02494,SMC02494_05222014_BMI_RWB_1,5/22/2014 0:00,33.9132,-117.97397,Orange,San Gabriel,0.61243387
SMC02563,SMC02563_05222014_BMI_RWB_1,5/22/2014 0:00,33.68193,-117.67293,Orange,Lower Santa Ana,0.48420524
802SJN851,802SJN851_05212014_BMI_RWB_1,5/21/2014 0:00,33.74022,-116.79492,Riverside,San Jacinto,0.96074206
SMC01748,SMC01748_05212014_BMI_RWB_1,5/21/2014 0:00,34.28747,-118.82744,Ventura,Calleguas,0.69224343
SMC01960,SMC01960_05212014_BMI_RWB_1,5/21/2014 0:00,34.26554,-118.75916,Ventura,Calleguas,0.58413588
SMC04756,SMC04756_05212014_BMI_RWB_1,5/21/2014 0:00,34.27092,-118.9269,Ventura,Calleguas,0.65381825
SMC02127,SMC02127_05192014_BMI_RWB_1,5/19/2014 0:00,34.42318,-119.26474,Ventura,Ventura,0.80726106
SMC04383,SMC04383_05192014_BMI_RWB_1,5/19/2014 0:00,34.50224,-119.35602,Ventura,Ventura,0.80216245
SGUR103,SGUR103_05152014_BMI_RWB_1,5/15/2014 0:00,34.23218,-118.05822,Los Angeles,San Gabriel,1.11021181
SMC32897,SMC32897_05152014_BMI_RWB_1,5/15/2014 0:00,33.86921,-117.21318,Riverside,San Jacinto,0.39749055
907BCT,907BCT_05142014_BMI_RWB_1,5/14/2014 0:00,32.96654,-116.65211,San Diego,Mission Bay and San Diego River,0.95847613
903FRC,903FRC_05122014_BMI_RWB_1,5/12/2014 0:00,33.35652,-116.91283,San Diego,Northern San Diego,0.91062266
SMC05109,SMC05109_05072014_BMI_RWB_1,5/7/2014 0:00,33.4745,-117.13858,Riverside,Northern San Diego,0.62101373
902ARO100,902ARO100_05052014_BMI_RWB_1,5/5/2014 0:00,33.44415,-116.98729,Riverside,Northern San Diego,1.00220418
902RCBWGR,902RCBWGR_04302014_BMI_RWB_1,4/30/2014 0:00,33.40772,-117.2023,San Diego,Northern San Diego,0.84956931
907LCCHW8,907LCCHW8_04292014_BMI_RWB_1,4/29/2014 0:00,32.83586,-116.90031,San Diego,Mission Bay and San Diego River,0.93891789
402MJCMHS,402MJCMHS_04222014_BMI_RWB_1,4/22/2014 0:00,34.5028,-119.3573,Ventura,Ventura,1.06994798
403SPCNWS,403SPCNWS_04222014_BMI_RWB_1,4/22/2014 0:00,34.5778,-119.2579,Ventura,Santa Clara,1.10392376
403PRCAFF,403PRCAFF_04212014_BMI_RWB_1,4/21/2014 0:00,34.6308,-118.7484,Los Angeles,Santa Clara,0.97204185
403PRCSFD,403PRCSFD_04212014_BMI_RWB_1,4/21/2014 0:00,34.4603,-118.752,Ventura,Santa Clara,0.76875641
412ARSNPD,412ARSNPD_04202014_BMI_RWB_1,4/20/2014 0:00,34.2222,-118.1776,Los Angeles,Los Angeles,0.96566307
801PNCEHL,801PNCEHL_04202014_BMI_RWB_1,4/20/2014 0:00,34.1193,-117.1417,San Bernardino,Upper Santa Ana,1.12507492
801CTCNHL,801CTCNHL_04182014_BMI_RWB_1,4/18/2014 0:00,34.1439,-117.1887,San Bernardino,Upper Santa Ana,1.16373213
801WCCAHS,801WCCAHS_04182014_BMI_RWB_1,4/18/2014 0:00,34.1933,-117.2745,San Bernardino,Upper Santa Ana,1.21211123
911LAP,911LAP_04092014_BMI_RWB_1,4/9/2014 0:00,32.70021,-116.48152,San Diego,Southern San Diego,0.97032432
SMC37632,SMC37632_07312013_BMI_RWB_1,7/31/2013 0:00,32.67201,-116.99925,San Diego,Southern San Diego,0.55715466
SMC17918,SMC17918_07252013_BMI_RWB_1,7/25/2013 0:00,32.66304,-117.03172,San Diego,Southern San Diego,0.54594845
SMC12246,SMC12246_07232013_BMI_RWB_1,7/23/2013 0:00,32.83982,-117.04284,San Diego,Mission Bay and San Diego River,0.41763946
SMC13062,SMC13062_07232013_BMI_RWB_1,7/23/2013 0:00,32.7755,-117.19557,San Diego,Mission Bay and San Diego River,0.54960926
SMC04441,SMC04441_07192013_BMI_RWB_1,7/19/2013 0:00,33.17444,-117.27688,San Diego,Central San Diego,0.51835081
SMC05017,SMC05017_07192013_BMI_RWB_1,7/19/2013 0:00,33.1127,-117.10777,San Diego,Central San Diego,0.49656625
SMC13402,SMC13402_07182013_BMI_RWB_1,7/18/2013 0:00,32.81507,-116.56542,San Diego,Southern San Diego,0.94370394
SMC20497,SMC20497_07162013_BMI_RWB_1,7/16/2013 0:00,34.31227,-119.29853,Ventura,Ventura,0.68037397
SMC23495,SMC23495_07162013_BMI_RWB_1,7/16/2013 0:00,32.83382,-116.72302,San Diego,Southern San Diego,0.72017328
SMC26694,SMC26694_07162013_BMI_RWB_1,7/16/2013 0:00,32.8377,-116.71706,San Diego,Southern San Diego,0.39861596
SMC02302,SMC02302_07152013_BMI_RWB_1,7/15/2013 0:00,33.8153,-118.04128,Orange,San Gabriel,0.19572719
SMC05020,SMC05020_07152013_BMI_RWB_1,7/15/2013 0:00,34.23202,-118.17657,Los Angeles,Los Angeles,0.92305908
SMC19552,SMC19552_07152013_BMI_RWB_1,7/15/2013 0:00,32.83965,-117.02366,San Diego,Mission Bay and San Diego River,0.51388005
SMC04934,SMC04934_07122013_BMI_RWB_1,7/12/2013 0:00,33.03312,-117.1627,San Diego,Central San Diego,0.75741634
SMC04294,SMC04294_07112013_BMI_RWB_1,7/11/2013 0:00,32.93776,-117.14172,San Diego,Central San Diego,0.85521151
SMC04806,SMC04806_07112013_BMI_RWB_1,7/11/2013 0:00,32.89036,-117.19358,San Diego,Central San Diego,0.76741067
801PLC362,801PLC362_07102013_BMI_RWB_1,7/10/2013 0:00,34.23874,-117.49781,San Bernardino,Middle Santa Ana,1.19920132
801RB8396,801RB8396_07102013_BMI_RWB_1,7/10/2013 0:00,34.23603,-117.43232,San Bernardino,Upper Santa Ana,0.65244347
801RB8559,801RB8559_07102013_BMI_RWB_1,7/10/2013 0:00,34.03535,-117.21351,San Bernardino,Upper Santa Ana,0.8397912
801CYC114,801CYC114_07092013_BMI_RWB_1,7/9/2013 0:00,34.13646,-117.1897,San Bernardino,Upper Santa Ana,1.12178449
SMC01881,SMC01881_07092013_BMI_RWB_1,7/9/2013 0:00,33.23548,-117.34167,San Diego,Northern San Diego,0.35893211
SMC02905,SMC02905_07092013_BMI_RWB_1,7/9/2013 0:00,33.24093,-117.3287,San Diego,Northern San Diego,0.4370028
801RB8566,801RB8566_07082013_BMI_RWB_1,7/8/2013 0:00,33.99869,-117.59857,San Bernardino,Middle Santa Ana,0.52942044
845RB8633,845RB8633_07082013_BMI_RWB_1,7/8/2013 0:00,33.87181,-118.01959,Los Angeles,San Gabriel,0.3427812
SMC03401,SMC03401_07082013_BMI_RWB_1,7/8/2013 0:00,33.45042,-117.31169,San Diego,Northern San Diego,0.99930635
SMC06288,SMC06288_07082013_BMI_RWB_1,7/8/2013 0:00,34.26678,-117.84409,Los Angeles,San Gabriel,0.98120523
SMC04972,SMC04972_07012013_BMI_RWB_1,7/1/2013 0:00,34.24051,-117.93466,Los Angeles,San Gabriel,1.0736196
SMC05968,SMC05968_07012013_BMI_RWB_1,7/1/2013 0:00,34.23489,-117.80554,Los Angeles,San Gabriel,0.90589985
801RB8197,801RB8197_06272013_BMI_RWB_MCM_1,6/27/2013 0:00,33.98347,-117.70095,San Bernardino,Middle Santa Ana,0.49494907
SMC09091,SMC09091_06272013_BMI_RWB_MCM_1,6/27/2013 0:00,33.71335,-117.79574,Orange,Lower Santa Ana,0.41794006
403S16332,403S16332_06262013_BMI_RWB_MCM_1,6/26/2013 0:00,34.5317,-118.75812,Ventura,Santa Clara,0.61555212
403S16978,403S16978_06262013_BMI_RWB_1,6/26/2013 0:00,34.42319,-118.76771,Ventura,Santa Clara,0.96235306
801RB8380,801RB8380_06262013_BMI_RWB_1,6/26/2013 0:00,34.16588,-116.88019,San Bernardino,Upper Santa Ana,0.93791372
801RB8549,801RB8549_06262013_BMI_RWB_1,6/26/2013 0:00,33.65914,-117.88128,Orange,Lower Santa Ana,0.43935857
SMC06079,SMC06079_06262013_BMI_RWB_1,6/26/2013 0:00,34.41108,-119.08213,Ventura,Santa Clara,0.90650611
SMC10756,SMC10756_06262013_BMI_RWB_1,6/26/2013 0:00,34.42358,-118.93024,Ventura,Santa Clara,0.56882046
403S34646,403S34646_06252013_BMI_RWB_1,6/25/2013 0:00,34.42556,-118.56616,Los Angeles,Santa Clara,0.40708281
403S39062,403S39062_06252013_BMI_RWB_1,6/25/2013 0:00,34.4323,-118.61744,Los Angeles,Santa Clara,0.63727561
801RB8240,801RB8240_06252013_BMI_RWB_1,6/25/2013 0:00,34.16755,-117.08667,San Bernardino,Upper Santa Ana,1.13742352
801RB8478,801RB8478_06252013_BMI_RWB_1,6/25/2013 0:00,34.17358,-116.9455,San Bernardino,Upper Santa Ana,0.92695722
SMC01982,SMC01982_06252013_BMI_RWB_1,6/25/2013 0:00,33.91694,-118.03836,Los Angeles,San Gabriel,0.43073502
SMC15678,SMC15678_06252013_BMI_RWB_1,6/25/2013 0:00,33.80989,-118.09075,Los Angeles,San Gabriel,0.22326372
SMC18545,SMC18545_06252013_BMI_RWB_1,6/25/2013 0:00,34.48452,-119.30834,Ventura,Ventura,0.8365546
SMC19809,SMC19809_06252013_BMI_RWB_1,6/25/2013 0:00,34.50141,-119.3531,Ventura,Ventura,1.00668171
SMC19945,SMC19945_06252013_BMI_RWB_1,6/25/2013 0:00,34.50486,-119.28186,Ventura,Ventura,1.01627269
403S16493,403S16493_06242013_BMI_RWB_1,6/24/2013 0:00,34.6867,-118.84546,Ventura,Santa Clara,0.78138793
403S18093,403S18093_06242013_BMI_RWB_1,6/24/2013 0:00,34.69441,-118.85658,Ventura,Santa Clara,0.96210532
801RB8254,801RB8254_06242013_BMI_RWB_1,6/24/2013 0:00,34.1747,-116.9835,San Bernardino,Upper Santa Ana,1.21251654
801RB8448,801RB8448_06242013_BMI_RWB_1,6/24/2013 0:00,34.18209,-116.94653,San Bernardino,Upper Santa Ana,1.17597673
SMC18046,SMC18046_06242013_BMI_RWB_1,6/24/2013 0:00,34.42227,-119.26442,Ventura,Ventura,0.86427034
SMC19697,SMC19697_06242013_BMI_RWB_1,6/24/2013 0:00,34.34807,-119.30096,Ventura,Ventura,0.82443522
404S44210,404S44210_06202013_BMI_RWB_1,6/20/2013 0:00,34.14301,-118.75779,Los Angeles,Santa Monica Bay,0.54652349
801RB8594,801RB8594_06202013_BMI_RWB_MCM_1,6/20/2013 0:00,33.94612,-117.5538,Riverside,Middle Santa Ana,0.81015308
404S23297,404S23297_06192013_BMI_RWB_1,6/19/2013 0:00,34.05006,-118.58103,Los Angeles,Santa Monica Bay,0.71973041
404S34230,404S34230_06192013_BMI_RWB_1,6/19/2013 0:00,34.06909,-118.58678,Los Angeles,Santa Monica Bay,0.82374715
801HBC050,801HBC050_06192013_BMI_RWB_1,6/19/2013 0:00,34.15651,-116.79441,San Bernardino,Upper Santa Ana,0.65675113
801SAR168,801SAR168_06192013_BMI_RWB_1,6/19/2013 0:00,34.17865,-116.84726,San Bernardino,Upper Santa Ana,1.13824399
404S45745,404S45745_06182013_BMI_RWB_1,6/18/2013 0:00,34.05902,-118.9339,Los Angeles,Santa Monica Bay,0.8560061
404S48200,404S48200_06182013_BMI_RWB_1,6/18/2013 0:00,34.07772,-118.92395,Los Angeles,Santa Monica Bay,1.05832076
801RB8501,801RB8501_06182013_BMI_RWB_1,6/18/2013 0:00,34.09189,-116.94243,San Bernardino,Upper Santa Ana,0.92076299
801RB8533,801RB8533_06182013_BMI_RWB_1,6/18/2013 0:00,34.08739,-117.04279,San Bernardino,Upper Santa Ana,0.93122497
SMC02796,SMC02796_06182013_BMI_RWB_MCM_1,6/18/2013 0:00,34.08397,-118.08632,Los Angeles,Los Angeles,0.28966753
SMC02936,SMC02936_06182013_BMI_RWB_1,6/18/2013 0:00,34.1859,-118.6421,Los Angeles,Los Angeles,0.45360902
SMC05848,SMC05848_06182013_BMI_RWB_1,6/18/2013 0:00,34.31904,-118.31855,Los Angeles,Los Angeles,0.86321979
802SWC270,802SWC270_06172013_BMI_RWB_1,6/17/2013 0:00,33.72944,-116.74809,Riverside,San Jacinto,0.87439519
802SWC419,802SWC419_06172013_BMI_RWB_1,6/17/2013 0:00,33.74266,-116.71364,Riverside,San Jacinto,0.56738744
SMC05640,SMC05640_06172013_BMI_RWB_1,6/17/2013 0:00,34.28233,-118.22203,Los Angeles,Los Angeles,0.85715799
SMC06044,SMC06044_06172013_BMI_RWB_1,6/17/2013 0:00,34.21452,-118.17413,Los Angeles,Los Angeles,1.07833605
SMC19466,SMC19466_06172013_BMI_RWB_1,6/17/2013 0:00,34.14883,-118.7575,Los Angeles,Santa Monica Bay,0.54206296
SMC20994,SMC20994_06172013_BMI_RWB_1,6/17/2013 0:00,34.03639,-118.51129,Los Angeles,Santa Monica Bay,0.60851586
SMC21796,SMC21796_06142013_BMI_RWB_1,6/14/2013 0:00,33.99108,-118.40916,Los Angeles,Santa Monica Bay,0.53897512
481S05856,481S05856_06132013_BMI_RWB_1,6/13/2013 0:00,34.19152,-117.67601,Los Angeles,Middle Santa Ana,1.21894222
801S19399,801S19399_06132013_BMI_RWB_1,6/13/2013 0:00,33.65551,-117.76224,Orange,Lower Santa Ana,0.45564838
801S19486,801S19486_06132013_BMI_RWB_1,6/13/2013 0:00,33.67625,-117.82699,Orange,Lower Santa Ana,0.30392904
SMC03011,SMC03011_06132013_BMI_RWB_1,6/13/2013 0:00,33.6145,-117.6955,Orange,San Juan,0.64250594
SMC14099,SMC14099_06132013_BMI_RWB_1,6/13/2013 0:00,33.62772,-117.73558,Orange,Lower Santa Ana,0.56875438
SMC20092,SMC20092_06132013_BMI_RWB_1,6/13/2013 0:00,34.4141,-118.65608,Los Angeles,Santa Clara,0.85239441
SMC21382,SMC21382_06132013_BMI_RWB_1,6/13/2013 0:00,34.40663,-118.6694,Los Angeles,Santa Clara,0.86668627
SMC21921,SMC21921_06132013_BMI_RWB_1,6/13/2013 0:00,33.8878,-117.50574,Riverside,Middle Santa Ana,0.31197216
SMC22521,SMC22521_06132013_BMI_RWB_1,6/13/2013 0:00,33.87789,-117.54048,Riverside,Middle Santa Ana,0.49692366
802S45233,802S45233_06122013_BMI_RWB_1,6/12/2013 0:00,33.76997,-116.77878,Riverside,San Jacinto,0.75384202
SMC05567,SMC05567_06122013_BMI_RWB_1,6/12/2013 0:00,34.31976,-119.08872,Ventura,Santa Clara,0.9700716
SMC17692,SMC17692_06122013_BMI_RWB_1,6/12/2013 0:00,34.41887,-118.63264,Los Angeles,Santa Clara,0.80735259
SMC18656,SMC18656_06122013_BMI_RWB_1,6/12/2013 0:00,34.47128,-118.53166,Los Angeles,Santa Clara,0.24449761
SMC19669,SMC19669_06122013_BMI_RWB_1,6/12/2013 0:00,33.57159,-117.16106,Riverside,Northern San Diego,0.82756575
SMC40887,SMC40887_06122013_BMI_RWB_1,6/12/2013 0:00,33.76317,-117.46378,Riverside,Middle Santa Ana,1.06469577
801S05127,801S05127_06112013_BMI_RWB_1,6/11/2013 0:00,34.18282,-117.00968,San Bernardino,Upper Santa Ana,1.12845514
SMC03523,SMC03523_06112013_BMI_RWB_2,6/11/2013 0:00,33.58478,-117.66437,Orange,San Juan,0.51841303
SMC21069,SMC21069_06112013_BMI_RWB_1,6/11/2013 0:00,33.59686,-117.12403,Riverside,Northern San Diego,0.4891913
SMC33179,SMC33179_06112013_BMI_RWB_1,6/11/2013 0:00,33.47313,-117.14351,Riverside,Northern San Diego,0.98101528
801S05383,801S05383_06102013_BMI_RWB_1,6/10/2013 0:00,34.16563,-117.01547,San Bernardino,Upper Santa Ana,1.10002133
SMC06356,SMC06356_06102013_BMI_RWB_1,6/10/2013 0:00,34.20156,-118.91158,Ventura,Calleguas,0.83602564
SMC06740,SMC06740_06102013_BMI_RWB_1,6/10/2013 0:00,34.1807,-118.87436,Ventura,Calleguas,0.56092371
404S37670,404S37670_06062013_BMI_RWB_1,6/6/2013 0:00,34.14074,-118.70117,Los Angeles,Santa Monica Bay,0.51035311
801S06231,801S06231_06062013_BMI_RWB_1,6/6/2013 0:00,34.23298,-117.43019,San Bernardino,Upper Santa Ana,0.72336549
801S06679,801S06679_06062013_BMI_RWB_1,6/6/2013 0:00,34.26188,-117.46938,San Bernardino,Upper Santa Ana,0.95151344
SMC06612,SMC06612_06062013_BMI_RWB_1,6/6/2013 0:00,34.28609,-118.85451,Ventura,Calleguas,0.56012033
SMC07828,SMC07828_06062013_BMI_RWB_1,6/6/2013 0:00,34.27558,-118.89446,Ventura,Calleguas,0.40449073
SMC08660,SMC08660_06062013_BMI_RWB_1,6/6/2013 0:00,34.28495,-118.86938,Ventura,Calleguas,0.58154468
404S17016,404S17016_06052013_BMI_RWB_1,6/5/2013 0:00,34.1183,-118.78057,Los Angeles,Santa Monica Bay,0.7007096
404S18250,404S18250_06052013_BMI_RWB_1,6/5/2013 0:00,34.13222,-118.82051,Los Angeles,Santa Monica Bay,0.47679002
801S08727,801S08727_06052013_BMI_RWB_1,6/5/2013 0:00,34.2171,-117.46178,San Bernardino,Middle Santa Ana,0.9918117
SMC02484,SMC02484_06052013_BMI_RWB_1,6/5/2013 0:00,34.1451,-118.36764,Los Angeles,Los Angeles,0.52433536
SMC03646,SMC03646_06052013_BMI_RWB_1,6/5/2013 0:00,33.9784,-118.1691,Los Angeles,Los Angeles,0.59454356
404S24066,404S24066_06042013_BMI_RWB_1,6/4/2013 0:00,34.16321,-118.70077,Los Angeles,Santa Monica Bay,0.56610451
404S44532,404S44532_06042013_BMI_RWB_1,6/4/2013 0:00,34.12682,-118.79617,Los Angeles,Santa Monica Bay,0.58960386
404S44642,404S44642_06042013_BMI_RWB_1,6/4/2013 0:00,34.16873,-118.70306,Ventura,Santa Monica Bay,0.60080008
801S07485,801S07485_06042013_BMI_RWB_MCM_1,6/4/2013 0:00,33.94733,-117.61405,Riverside,Middle Santa Ana,0.36287736
801S19286,801S19286_06042013_BMI_RWB_1,6/4/2013 0:00,33.71866,-117.78828,Orange,Lower Santa Ana,0.3247756
SMC13187,SMC13187_06042013_BMI_RWB_1,6/4/2013 0:00,33.67808,-117.80245,Orange,Lower Santa Ana,0.54327308
404S45622,404S45622_06032013_BMI_RWB_1,6/3/2013 0:00,34.06149,-118.58534,Los Angeles,Santa Monica Bay,1.00086982
801S08183,801S08183_06032013_BMI_RWB_1,6/3/2013 0:00,34.07334,-117.30433,San Bernardino,Middle Santa Ana,0.60679077
SMC02232,SMC02232_06032013_BMI_RWB_1,6/3/2013 0:00,34.23241,-118.5524,Los Angeles,Los Angeles,0.24594516
403FCA022,403FCA022_05292013_BMI_RWB_1,5/29/2013 0:00,34.35671,-119.01988,Ventura,Santa Clara,0.67296047
SMC02174,SMC02174_05292013_BMI_RWB_1,5/29/2013 0:00,34.00511,-117.96922,Los Angeles,San Gabriel,0.35515309
SMC02208,SMC02208_05292013_BMI_RWB_1,5/29/2013 0:00,34.12835,-117.77484,Los Angeles,San Gabriel,0.60903167
SMC02284,SMC02284_05292013_BMI_RWB_1,5/29/2013 0:00,34.06542,-117.94939,Los Angeles,San Gabriel,0.4184921
SMC09118,SMC09118_05222013_BMI_RWB_MCM_1,5/22/2013 0:00,33.80876,-117.86259,Orange,Lower Santa Ana,0.38669408
SMC13214,SMC13214_05222013_BMI_RWB_MCM_1,5/22/2013 0:00,33.80453,-117.87242,Orange,Lower Santa Ana,0.45460791
801CCCCTT,801CCCCTT_05152013_BMI_RWB_1,5/15/2013 0:00,34.1839,-117.62719,San Bernardino,Middle Santa Ana,1.22640724
403WE0501,403WE0501_05142013_BMI_RWB_1,5/14/2013 0:00,34.54172,-118.77286,Ventura,Santa Clara,0.83220584
801WE0674,801WE0674_05142013_BMI_RWB_1,5/14/2013 0:00,34.17617,-116.9839,San Bernardino,Upper Santa Ana,1.19072472
801LCMFAS,801LCMFAS_05132013_BMI_RWB_1,5/13/2013 0:00,34.2495,-117.51898,San Bernardino,Middle Santa Ana,1.30789455
801SANT1x,801SANT1x_04012013_BMI_RWB_MCM_1,4/1/2013 0:00,33.70885,-117.61456,Orange,Lower Santa Ana,0.87542962
901SCCA74,901SCCA74_04012013_BMI_RWB_MCM_1,4/1/2013 0:00,33.61854,-117.50955,Orange,San Juan,0.66394445
SMC04000,SMC04000_07302012_BMI_RWB_1,7/30/2012 0:00,34.23282,-117.74777,Los Angeles,San Gabriel,1.03593073
SMC02972,SMC02972_07182012_BMI_RWB_1,7/18/2012 0:00,34.24957,-118.0755,Los Angeles,San Gabriel,1.06715785
SMC06794,SMC06794_07182012_BMI_RWB_1,7/18/2012 0:00,32.83039,-116.64687,San Diego,Southern San Diego,0.95433022
801HNC203,801HNC203_07172012_BMI_RWB_1,7/17/2012 0:00,34.18658,-116.91801,San Bernardino,Upper Santa Ana,1.13889174
801RB8445,801RB8445_07172012_BMI_RWB_1,7/17/2012 0:00,34.16543,-116.93403,San Bernardino,Upper Santa Ana,1.16969428
SMC02075,SMC02075_07172012_BMI_RWB_MCM_1,7/17/2012 0:00,34.6719,-119.03758,Ventura,Santa Clara,0.84737441
403S02139,SMC02139_07172012_BMI_RWB_1,7/17/2012 0:00,34.6714,-119.01717,Ventura,Santa Clara,1.10527823
SMC06298,SMC06298_07172012_BMI_RWB_1,7/17/2012 0:00,32.91213,-116.57126,San Diego,Southern San Diego,1.01607207
802SWC020,802SWC020_07162012_BMI_RWB_1,7/16/2012 0:00,33.76698,-116.6902,Riverside,San Jacinto,0.98789206
802SWC375,802SWC375_07162012_BMI_RWB_1,7/16/2012 0:00,33.75657,-116.70164,Riverside,San Jacinto,1.0089393
802SWC535,802SWC535_07162012_BMI_RWB_1,7/16/2012 0:00,33.73919,-116.72374,Riverside,San Jacinto,1.00771241
SMC01454,SMC01454_07162012_BMI_RWB_1,7/16/2012 0:00,33.95504,-117.86127,Los Angeles,San Gabriel,0.72245968
